geographicAreaM49,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
578,2.55628E+11,2.63513E+11,2.72932E+11,2.80698E+11,2.94889E+11,3.07138E+11,3.22581E+11,3.39628E+11,3.48542E+11,3.55559E+11,3.66955E+11,3.74608E+11,3.79993E+11,3.83489E+11,3.98671E+11,4.09135E+11,4.18934E+11,4.3144E+11,4.33514E+11,4.26183E+11,4.29131E+11,4.33302E+11,4.45095E+11,4.49743E+11,4.58626E+11,4.67661E+11,4.73214E+11,4.82586E+11
512,27056342767,28689947459,31130957324,33040463035,34310394845,35966976003,37008197142,39294102518,39668845501,39800346255,42407693363,44308746408,43820949280,42651547280,43202692720,44278535459,46657129142,48734623737,52730900887,55954022117,57048387488,58511751090,63838912882,67097112190,68051820928,71221327508,74768462031,74074510980
586,78570990025,82547914922,88908475724,90471768325,93853074267,98510635516,1.03285E+11,1.04333E+11,1.06993E+11,1.1091E+11,1.15634E+11,1.17927E+11,1.21729E+11,1.27629E+11,1.37032E+11,1.4754E+11,1.56654E+11,1.64225E+11,1.67019E+11,1.71748E+11,1.74508E+11,1.79304E+11,1.85592E+11,1.93752E+11,2.02809E+11,2.12404E+11,2.24026E+11,2.36748E+11
585,157937947.4,165685122.6,169624253.2,148760393.3,159619894.8,175656454.9,194127703.3,202239285,206433180.1,199048363.9,196689344.7,200747585.7,210462050.5,210773037.8,212439549.3,212943733.4,207332042.6,208335443.1,194972392.1,184541944.2,182844000,194435350,202144477.4,199078958.4,204448610.7,225175822.2,225307969.9,216925811.2
591,10159511104,11116436132,12028170653,12684396769,13045920817,13274443423,13647532814,14529912615,15596908465,16206829528,16647946226,16743109139,17116294158,17836164986,19177815640,20556945841,22309993085,25012326976,27477455544,27818998273,29440287581,32771051684,35975676303,38459234369,40407814987,42660859646,44789036037,47188170254
598,6131280414,6715509958,7645546407,9037210593,9574211448,9257070584,9867662318,9241648803,9674361658,9853845794,9612005539,9607914427,9800692581,10230631254,10288650660,10692926905,10938145676,12152037067,12116276483,12940082236,14250756860,14408562741,15079483794,15656246244,17557795047,18771361106,18647841234,18373457591
600,10317514313,10572204155,10762506678,11208277877,11555081528,12183483587,12234175269,12599504978,12673794512,12484137701,12068990305,12316453987,14167439782,14779578550,15379248039,15707363142,16462434495,17354965607,18458588836,17726577417,20047518467,20918063351,20658895272,23558634983,24671152353,25401970186,26423016336,27553416870
604,58493502567,59791624947,59468445759,62586719507,70290122127,75499600758,77612814258,82639659965,82316094660,83546646720,85797703674,86327841100,91035754896,94827415150,99529151089,1.05785E+11,1.13749E+11,1.23439E+11,1.34704E+11,1.3618E+11,1.47528E+11,1.56862E+11,1.66493E+11,1.76237E+11,1.80424E+11,1.86291E+11,1.93652E+11,1.98546E+11
608,94520112368,93973469806,94290727089,96286208517,1.00511E+11,1.05213E+11,1.11364E+11,1.17139E+11,1.16463E+11,1.20052E+11,1.25348E+11,1.28976E+11,1.33678E+11,1.40322E+11,1.49721E+11,1.56874E+11,1.65099E+11,1.76023E+11,1.83333E+11,1.85438E+11,1.99591E+11,2.06895E+11,2.20724E+11,2.36316E+11,2.50838E+11,2.66056E+11,2.84349E+11,3.03356E+11
616,2.26664E+11,2.10762E+11,2.16062E+11,2.2414E+11,2.36003E+11,2.52409E+11,2.67697E+11,2.84988E+11,2.9814E+11,3.1198E+11,3.26205E+11,3.30275E+11,3.37018E+11,3.49024E+11,3.66949E+11,3.79769E+11,4.03237E+11,4.31603E+11,4.49945E+11,4.62635E+11,4.79321E+11,5.0337E+11,5.11464E+11,5.18583E+11,5.35792E+11,5.56361E+11,5.734E+11,6.00956E+11
620,1.66593E+11,1.7387E+11,1.75764E+11,1.72173E+11,1.73834E+11,1.81279E+11,1.87617E+11,1.95922E+11,2.0531E+11,2.13293E+11,2.21371E+11,2.25673E+11,2.27408E+11,2.25284E+11,2.29365E+11,2.31124E+11,2.34713E+11,2.40562E+11,2.41042E+11,2.33863E+11,2.38303E+11,2.3395E+11,2.24526E+11,2.21988E+11,2.23971E+11,2.28052E+11,2.21988E+11,2.23971E+11
630,64668331549,66153612058,69173030988,72387881552,75417072060,78846897442,80674183336,84612130993,89292718909,94100337391,97178385810,1.03315E+11,1.04263E+11,1.04312E+11,1.07478E+11,1.05342E+11,1.03857E+11,1.0265E+11,1.00757E+11,98789551892,98381300000,98028592583,98057290562,97756424655,96592767902,95579081232,94310815718,92066818925
634,19359252668,19037456873,21194501193,20913645218,21210348865,21719235240,22669215167,29472709038,32779149832,34183429706,36927718337,38367215261,41122949433,42652690048,50849898678,54659442328,68964459742,81368462912,95740605519,1.07188E+11,1.25122E+11,1.41415E+11,1.48043E+11,1.54572E+11,1.60723E+11,1.6643E+11,1.7013E+11,1.72845E+11
410,3.62886E+11,4.00459E+11,4.25189E+11,4.54301E+11,4.96124E+11,5.43606E+11,5.84891E+11,6.19529E+11,5.85633E+11,6.5186E+11,7.10035E+11,7.42166E+11,7.97327E+11,8.20715E+11,8.60928E+11,8.94708E+11,9.4102E+11,9.92432E+11,1.02051E+12,1.02773E+12,1.0945E+12,1.1348E+12,1.16081E+12,1.19443E+12,1.23434E+12,1.26878E+12,1.30595E+12,1.34595E+12
498,10126604386,8356185498,5928874151,5859560218,4047834014,3992164227,3757542179,3819431382,3569557544,3449326145,3522028322,3738331019,4030281020,4297221099,4613637480,4959724634,5197030210,5352859481,5772394488,5426651869,5811622394,6207717279,6162190588,6741451186,7064545139,7034291623,7348736479,7681282775
642,1.24284E+11,1.08223E+11,98734617314,1.00244E+11,1.04186E+11,1.11623E+11,1.15942E+11,1.10359E+11,1.08055E+11,1.07621E+11,1.10199E+11,1.16361E+11,1.22394E+11,1.29155E+11,1.39951E+11,1.45789E+11,1.57533E+11,1.68346E+11,1.82251E+11,1.7148E+11,1.66658E+11,1.70041E+11,1.72147E+11,1.78226E+11,1.83709E+11,1.91009E+11,2.00217E+11,2.14126E+11
643,1.42961E+12,1.35813E+12,1.1612E+12,1.06018E+12,9.25535E+11,8.87588E+11,8.55566E+11,8.67382E+11,8.21022E+11,8.73166E+11,9.60881E+11,1.0098E+12,1.0577E+12,1.13487E+12,1.21631E+12,1.29386E+12,1.39936E+12,1.51879E+12,1.5985E+12,1.47348E+12,1.53985E+12,1.60551E+12,1.6642E+12,1.69391E+12,1.70577E+12,1.66313E+12,1.6598E+12,1.68545E+12
646,2472919007,2382600604,2540959625,2321737545,1188442483,1586839449,1822967934,2084326342,2276153915,2423440066,2625798121,2849151496,3224664359,3295858247,3541546960,3873785106,4231150507,4553616943,5061745872,5378628474,5772288798,6235747052,6774587071,7090073714,7630309691,8307349610,8804310871,9341754930
659,374521396.4,366475329.4,382150494.3,408921572.1,430648191.3,455422596.9,482229528,515485668.7,512045785.6,529396452.6,586013346,618030945.8,633989648.2,611069868,633108541.6,688637283.8,701330014.8,699881304.1,743917778.1,721450716.6,705224546.3,722140983.5,717804162.8,762450824.3,807916198.2,840041812.9,858599348.3,868649793.3
662,815960002.9,820760707.6,880649679.2,883024611.7,898407202.4,908575109.2,972487667,969117732.2,1030793350,1054310266,1050490038,1011601264,1011468099,1060081354,1146187811,1126931889,1306421215,1324343701,1394668122,1379732717,1382037037,1430598440,1421594524,1402818586,1452788184,1439218302,1487609014,1531860486
882,385926111.5,377049783.7,376295720.6,391723798.8,381765802.1,404806355.9,435205801.9,441291217.7,451218802.1,465346140.1,498330931.8,538445667.9,555524402.7,586934785.8,612781423.7,643760997.9,647549449.6,687553900.1,678683530,651125257.4,679252092,703402914.3,687518399.1,691264429.6,704198988.6,724906682.6,771988541.2,768940333.5
674,1163792645,1181696984,1191555592,1295835876,1386314357,1515131177,1588740790,1668484536,1793954572,1956798663,1999511868,2111634028,2116973179,2199730011,2301173872,2354565377,2445330936,2530757344,2572530505,2243636483,2139342824,1936882237,1791233148,1737028294,1720637898,1729389376,1767387558,1800247330
678,102048124.6,103273725.3,103996641.4,105140604.5,107453697.8,109602771.7,111246813.3,112355193.3,115164055.1,118043163.2,118572431.4,122206065.5,124653936.3,133334875.2,138444570.4,148265510.4,161780870.3,167044580.7,180719137,185103889.1,197454025.2,206138473.4,212615185.8,222852198.2,237360725,246519395,256821987.4,266773738.6
682,2.93927E+11,3.3804E+11,3.51519E+11,3.46725E+11,3.48663E+11,3.49402E+11,3.58617E+11,3.62576E+11,3.73066E+11,3.59027E+11,3.79223E+11,3.74632E+11,3.6407E+11,4.04999E+11,4.37231E+11,4.61602E+11,4.74473E+11,4.83237E+11,5.13438E+11,5.02865E+11,5.28207E+11,5.81011E+11,6.12452E+11,6.28984E+11,6.51958E+11,6.7873E+11,6.90069E+11,6.84994E+11
686,8277964090,8245134899,8427642946,8240683483,8477164947,8877792368,9341296037,9633121234,10201347513,11336100216,11195891911,11708766362,11785435797,12571623375,13311220443,14059658036,14405746517,15117172179,15673865751,16053671066,16724612187,17019152526,17700943930,18383915344,19133093585,20351306006,21618876903,23061402479
688,50215548081,44358374448,31875986692,22176304189,22751757948,24045663996,24629049428,26398604636,27040212029,23755748576,25598961862,26877121690,28789665624,30060749579,32780200251,34596383672,36293177830,38430348545,40492772318,39231079975,39460338235,40013414138,39607130421,40625670064,39881674263,40183920716,41307995264,42154521979
690,516508309.4,530675640.3,568967385.1,604155224.3,599268878.1,595550337.8,606736690.3,698225072.4,776621734.2,791649553.9,790666138.3,773011132.4,782775801.6,733226906.6,718413631.1,783118657.5,856772738.7,946032688.8,925782779.7,915532599.4,969964538.4,1022136307,1059745939,1123522266,1174135410,1232105461,1287588219,1368272119
694,2418816164,2225492274,2010814738,2011906627,2082323241,1873570353,1409174752,1161218230,1151493779,1057972056,1098252047,1297803757,1640648685,1793444281,1911774746,1997902027,2082291696,2250095908,2371648803,2447176764,2578026280,2740834788,3156969325,3810943807,3984694509,3168189107,3369182917,3496642977
702,67580371713,72099522677,77209649128,86117625488,95526368865,1.0224E+11,1.09941E+11,1.19056E+11,1.16407E+11,1.23502E+11,1.34491E+11,1.3321E+11,1.3882E+11,1.44977E+11,1.58821E+11,1.70716E+11,1.85842E+11,2.02775E+11,2.06399E+11,2.05154E+11,2.3642E+11,2.51435E+11,2.61701E+11,2.75077E+11,2.85761E+11,2.92165E+11,2.99168E+11,3.09994E+11
534,,,,,,,,,,,,,,,,805030210.4,843644598.6,878110333.3,888896831.8,886854417.9,896492058.7,898677544.1,911253404.3,923053036.4,937695307.1,942468794.6,946545031.1,866790245.2
703,51010391269,43593027715,40719116152,41493319725,44068200327,46643323563,49795081605,52816419598,54935315958,54822660414,55486109654,57326288833,59919037775,63165880223,66487670526,70976227122,76975767929,85288825295,90090397692,85205207757,89501012916,92024135539,93549112293,94943598803,97554865847,1.01628E+11,1.04804E+11,1.08145E+11
705,30861431895,28114731103,26578626573,27334368263,28790603756,29973079608,31027017360,32613856958,33685428143,35462116872,36935721670,38025091070,39483849685,40606013528,42373104177,44069302684,46561862049,49794021543,51437289079,47426581388,48013606724,48325391228,47035305201,46502839729,47874985154,48978432183,50481183687,52945001482
90,369516549.7,378942350.4,422002851.3,429148630.8,463823513.2,510168788.2,518375964.4,509426101.7,525694878.8,517539938.8,443980199.2,408613494.2,397352802.3,423119717.8,457379470.9,516148900.1,536792166.4,625719592.2,648901240.6,650414183.6,719622919.3,765734059,785940252.9,809658746.5,827876802.7,848923419.6,878267359.4,909308306.5
706,1085334840,1074480244,945542115.1,945542115.1,746982265.6,746982265.6,776113032.3,755140378.5,773990799.4,798758505,822721260.1,847402897.9,877061999.4,907759169.3,934991944.4,963041702.8,986154703.6,1011794726,1038101389,1065092025,1092784418,1121196812,1150347930,1180256976,1223926484,1256972499,1287354622,1311154055
710,2.22922E+11,2.20652E+11,2.15937E+11,2.18601E+11,2.2567E+11,2.32702E+11,2.42723E+11,2.49148E+11,2.50437E+11,2.56342E+11,2.66992E+11,2.74296E+11,2.84356E+11,2.92742E+11,3.06075E+11,3.22227E+11,3.40284E+11,3.58525E+11,3.69966E+11,3.64275E+11,3.75348E+11,3.87675E+11,3.96256E+11,4.06104E+11,4.13604E+11,4.18897E+11,4.21265E+11,4.26826E+11
728,,,,,,,,,,,,,,,,,,,14422056220,15485935317,15205808427,15488106421,7508076971,9777250884,11951741096,12555971938,12596034690,12755109311
724,8.73144E+11,8.95374E+11,9.03694E+11,8.94373E+11,9.15687E+11,9.40937E+11,9.66105E+11,1.00175E+12,1.04489E+12,1.09175E+12,1.14949E+12,1.19548E+12,1.22991E+12,1.26912E+12,1.3093E+12,1.35805E+12,1.41474E+12,1.46806E+12,1.48447E+12,1.43142E+12,1.43162E+12,1.41732E+12,1.37582E+12,1.35236E+12,1.37102E+12,1.42099E+12,1.46607E+12,1.50975E+12
144,20506438346,21495043944,22436302778,23987909137,25343032875,26744342285,27749203176,29537865882,30940723415,32263322018,34192390283,33724163510,35079932122,37163774482,39187364776,41633341350,44825907492,47872646481,50721111145,52516090949,56725754848,61493405996,67116719326,69395817049,72838339391,76485850956,79903874003,82547737034
670,376752392.5,381031319.2,405330072.5,414489368.4,406044763,436304598.2,443341769,459527262.2,482749926.3,503157722.2,512306044.3,521369875.7,554016299.6,596595518.6,621358903.8,636892148.8,685953254.5,708716776,719946779.9,704808518.4,681225925.9,678336310,687761863.1,700355599.4,707058904,719698948.6,728870637.1,734067474.6
275,2946321214,2822243447,3496259114,3866389402,4485011706,4804277804,4862657059,5575873936,6375131062,6903019284,6312384282,5724660963,5009697076,5711849557,6302630142,6983236164,6710848171,7153132897,7587992831,8245305385,8913100000,10019539737,10649191297,10885328831,10865529383,11238079289,11767216976,12136735451
729,,,,,,,,,,,,,,,,,,,45971561099,50059460225,54458734460,54295358256,53100860375,54269079303,56005689840,57685860536,59704865655,61615421355
736,20791560402,22159200874,23171597346,23404756804,24808362061,26296142465,27852643961,29539802587,31974369233,33328547687,36123572016,40026806750,42424297249,45559225945,47917518607,52248407165,55664846768,58875786245,60160162035,65323352714,69664542887,,,,,,,
740,2491221711,2559567756,2569190186,2397002255,2478260127,2478470469,2504183597,2647907251,2709614192,2671579108,2726742695,2840918230,2919814808,3103265386,3351500960,3482995256,3683764596,3871597699,4032243029,4153863693,4368377356,4623796121,4748497047,4887671318,4900086030,4772731841,4527449173,4495757029
752,3.21511E+11,3.17827E+11,3.14145E+11,3.07656E+11,3.20232E+11,3.33105E+11,3.38165E+11,3.48014E+11,3.62773E+11,3.79049E+11,3.97038E+11,4.03285E+11,4.11654E+11,4.21368E+11,4.39533E+11,4.51913E+11,4.73151E+11,4.89276E+11,4.86551E+11,4.6127E+11,4.88909E+11,5.02008E+11,5.0051E+11,5.06708E+11,5.19892E+11,5.43061E+11,5.57637E+11,5.69373E+11
756,4.321E+11,4.28143E+11,4.27956E+11,4.27416E+11,4.32844E+11,4.34925E+11,4.37274E+11,4.47507E+11,4.60887E+11,4.68697E+11,4.87149E+11,4.93543E+11,4.94345E+11,4.94541E+11,5.0827E+11,5.24104E+11,5.45009E+11,5.67419E+11,5.79645E+11,5.66765E+11,5.83783E+11,5.93665E+11,5.99638E+11,6.10743E+11,6.25702E+11,6.34045E+11,6.44197E+11,6.54612E+11
760,21059721719,22723707341,25784666563,27120051118,29076225359,31119248337,34176932822,35893954188,38329462702,36967365101,37217132364,38628928343,41664561230,41910749222,44803704976,47588418651,49989738960,52826537193,55191365398,58454549385,60465112082,63241679830,46584494957,34332692805,29288142863,27491842710,26397737853,26899294872
762,6830733183,6345751189,4505483277,3766584027,2964301704,2596728282,2161460074,2197893112,2314062617,2399609801,2598714972,2846980388,3155242247,3505793559,3865768035,4125525182,4397560478,4732540474,5091239869,5296046478,5642175856,5778211415,6214222719,6675868858,7122195222,7547310005,8071784962,8643353230
807,7107575703,6885095341,6323547959,6246129320,6131071136,6062722180,6134561786,6222906651,6433192922,6712323193,7017712788,6802466687,6904072800,7057520226,7387401109,7736382835,8133797430,8660336271,9134222214,9101461418,9407160111,9627279675,9583379500,9863677773,10221687663,10615804739,10918181212,10944451050
764,1.39705E+11,1.5147E+11,1.65482E+11,1.79866E+11,1.9425E+11,2.10023E+11,2.21895E+11,2.15785E+11,1.99312E+11,2.08425E+11,2.17712E+11,2.25211E+11,2.39059E+11,2.56245E+11,2.72361E+11,2.83767E+11,2.97865E+11,3.14054E+11,3.19474E+11,3.17267E+11,3.41105E+11,3.4397E+11,3.68883E+11,3.78796E+11,3.82525E+11,3.94078E+11,4.07015E+11,4.22941E+11
626,873075311.3,966619094.4,1067722849,1176681423,1293396788,1415828822,1568749768,1633538705,1598762290,1031722730,1172648193,1280577370,1192644044,1178540414,1933630837,2627411206,3722369165,3915150672,4306850276,4045927224,3998696649,4471801363,4693824269,4177441215,3089229759,3734284416,3765074848,3463868859
768,2509654382,2515335996,2432850065,2035602865,2319250930,2476283668,2666037760,2767580668,2704108630,2774995529,2748263092,2770893355,2876924986,3070259277,3040211713,2898346333,2975156339,2940194671,3059632812,3229072553,3426022057,3645225767,3883751372,4121139580,4365135299,4615819277,4872416331,5086802650
776,245594406.5,261349140.1,262007702,271801673.8,285262724.4,296783670,296661448.7,294297710.4,303105085.7,316084668.4,326008284.9,336298365.6,348340528.8,355676504.2,354436867.7,360040024.7,357114482.5,342238844.6,352850133,360982148.4,373874368,384287314.6,387708711.3,375609859.1,383394776.3,397598531.3,411013877.5,422123881.6
780,8006022981,8220886496,8085418275,7968310216,8252148393,8578661540,9182873876,9889230302,10695808106,11549252021,12346456603,12861743495,13881742363,15886410260,17149391892,18214334159,20675886563,21600302596,22332928079,21352128508,22061600065,21996848077,22281318926,22499836488,22443093522,22783598656,21426356403,20925837592
788,18010132589,18713173352,20173872918,20615150370,21271238354,21770797733,23327757798,24596638620,25817363623,27370818629,28547579085,29932122074,30440977105,32106092466,34019389865,35380126920,37380615336,39718159858,41489474674,42784955704,44051138745,43206371385,44891690661,45927803929,47028140821,47586554741,48068670478,49008473396
792,3.63953E+11,3.67325E+11,3.89307E+11,4.20615E+11,3.97668E+11,4.26265E+11,4.56126E+11,4.90467E+11,5.05632E+11,4.88494E+11,5.20931E+11,4.89871E+11,5.21371E+11,5.50611E+11,6.03714E+11,6.58107E+11,7.04897E+11,7.40356E+11,7.46614E+11,7.1149E+11,7.71877E+11,8.57659E+11,8.98741E+11,9.75056E+11,1.02543E+12,1.08784E+12,1.12248E+12,1.206E+12
795,13675293188,13045509942,11093120672,11259517482,9311636693,8641195004,9220154433,8169056775,8749059833,10192654683,10750097503,11217065133,11245913221,11613718342,12194246306,13784420339,15296170883,16987495397,19492691995,20688180725,22583157895,25907368420,28770347969,31694233838,34973368359,37230042122,39538304734,42096289110
796,169792374.1,187285101.7,205678591.6,230196568.8,260162986.1,279232524.7,305793667.3,328562793.9,364300528.4,396159750.9,415566034.5,444840941.7,450014079.8,492035773.5,548136461.6,626924866.8,739094967.9,780774827.4,845358804.7,680088951.4,686787814,718520360.7,700324214.5,709885370.1,757473844.6,802477417.2,837784029.9,873603199.9
798,18950861.53,19634855.59,20182419.03,21012061.62,23172817.67,22013162.45,20700884.94,21864181.3,26178833.7,26039723.14,29512806.6,31268020.86,31644085.33,30661507.87,30147309.3,28906105.23,29741231.93,31628851.82,33873022.08,32473230.01,31395698.91,33742749.62,32432129.76,34024558.94,34425279.49,37602891.22,39815661.77,42179693.25
835,11026326153,11655000781,12066128177,12569067880,12950328623,13411991033,13974937953,14438553222,14975194233,15700060668,16474669622,17462794145,18713752671,20002423941,21568269382,23157827049,24237114020,26288635752,27752017806,29245727473,31105429967,33564161034,35289699124,37852811156,40489310440,43307112607,46324783338,49615770651
800,4729669520,4990072055,5221118187,5589587392,6193460058,6775139643,7196849639,7592630732,8300038085,8848091041,9261982154,10073838217,10784742933,11448960645,12113383043,13325619204,14264990256,15415298935,17022805633,18196409358,19683140499,20838609808,21512685932,22527513723,23552075612,24893208712,25535511871,26812434014
804,2.14891E+11,1.96198E+11,1.76684E+11,1.51556E+11,1.16798E+11,1.02606E+11,92300926762,89542734713,87802038912,87660827168,92824699203,1.01023E+11,1.06417E+11,1.16545E+11,1.30292E+11,1.34293E+11,1.44461E+11,1.5633E+11,1.59837E+11,1.35643E+11,1.36012E+11,1.43446E+11,1.43789E+11,1.4375E+11,1.34331E+11,1.21203E+11,1.24161E+11,1.27296E+11
784,1.16698E+11,1.17702E+11,1.21639E+11,1.23173E+11,1.33769E+11,1.44762E+11,1.53246E+11,1.66503E+11,1.69217E+11,1.76637E+11,1.98216E+11,2.00943E+11,2.05833E+11,2.23947E+11,2.45371E+11,2.57284E+11,2.82594E+11,2.91593E+11,3.009E+11,2.85124E+11,2.89787E+11,3.0987E+11,3.23767E+11,3.40128E+11,3.55089E+11,3.73073E+11,3.84222E+11,3.87259E+11
826,1.61181E+12,1.5943E+12,1.60026E+12,1.6407E+12,1.70436E+12,1.77107E+12,1.81597E+12,1.89393E+12,1.95721E+12,2.02011E+12,2.08988E+12,2.14925E+12,2.20297E+12,2.27654E+12,2.32999E+12,2.40335E+12,2.46459E+12,2.52733E+12,2.51859E+12,2.41163E+12,2.4529E+12,2.49324E+12,2.52932E+12,2.58108E+12,2.65716E+12,2.71958E+12,2.76824E+12,2.81644E+12
840,9.00123E+12,8.99149E+12,9.30821E+12,9.56445E+12,9.94978E+12,1.02169E+13,1.06023E+13,1.10738E+13,1.15701E+13,1.212E+13,1.26203E+13,1.27463E+13,1.29683E+13,1.33393E+13,1.38461E+13,1.43325E+13,1.47417E+13,1.50183E+13,1.49978E+13,1.46173E+13,1.49921E+13,1.52246E+13,1.5567E+13,1.58538E+13,1.62425E+13,1.67105E+13,1.69723E+13,1.73486E+13
858,21977615681,22676598208,24740904426,25385415382,27235785545,26840762701,28333533237,29730666664,31074162814,30471568871,29883508747,28734735234,26512968942,26726474779,28063919619,30157468879,31393517959,33447119134,35847339124,37368559344,40284556645,42364127623,43862996783,45897156084,47383678944,47559365369,48363010139,49647876771
810,1.94871E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,20494574728,20393741433,18109642379,17694074379,16774155576,16623187750,16905782803,17784882800,18567417294,19384383388,20159758820,21066947966,21951757230,22879544694,24585268885,26297301339,28254192203,30932100441,33722939467,36437761576,39525875086,42799179421,46300047341,50016118492,54021161579,58273574068,61889702788,65092943974
548,357680072.4,401059200,398138866,416056331.8,426642542.5,446598158,458036132.8,468896124.8,478904352.7,482691281.1,507844332.7,497428793.4,489073771.3,501967162.5,521982076,549662014.6,596191782.9,627023579.7,667470384.1,689570184.4,700804045.2,709388873.3,721836874,736050896.5,753016969.6,754242147.2,780381722.4,807572254.8
862,2.35347E+11,2.58246E+11,2.73897E+11,2.74652E+11,2.68199E+11,2.78797E+11,2.78245E+11,2.95972E+11,2.96842E+11,2.79119E+11,2.8941E+11,2.99234E+11,2.72734E+11,2.51583E+11,2.97589E+11,3.28294E+11,3.60704E+11,3.92279E+11,4.12982E+11,3.99757E+11,3.93806E+11,4.10253E+11,4.33333E+11,4.39154E+11,4.22051E+11,3.95794E+11,3.30663E+11,2.8437E+11
704,28937895187,30662839153,33313960418,36003304873,39185630474,42924127588,46933250367,50759102725,53685064389,56247338523,60065683378,64207210959,68752965840,73800255199,79362145463,85351803183,91307613440,97817393835,1.03356E+11,1.08935E+11,1.15932E+11,1.23166E+11,1.29629E+11,1.36658E+11,1.44835E+11,1.54509E+11,1.64105E+11,1.75284E+11
887,10103383980,10134814953,10631342675,11063864948,11303258873,13185731990,15892149735,16723446281,17517378489,18307658063,19701289710,20870224068,21923093258,23185204486,24259968699,25506694035,26690371662,27617874290,28726565020,29914353462,30906751818,26243419105,26817248073,27779995269,24833284251,17312545540,14744089606,13867948697
886,9015974645,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,1748756748,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,1.58363E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,8552399403,8385148021,8240007647,8800103538,8041046359,8274060348,8788575581,9123775523,9088587867,9511214958,9881915241,10407311966,10876258351,11631622326,12449603982,13350407399,14405582802,15608799926,16822211770,18373278309,20265400495,21393093980,23018459318,24183049811,25317622400,26057938987,27036939612,27989737108
836,226123797.4,239016423,254890141.6,271180070.3,283851958,293711194.6,340869642.1,360764744.9,365809722.9,393755535.6,407858400.2,445757710.6,483904950.8,512499877.3,545951786.4,572450219.2,606612536,645898552.8,673000273.2,715061032.3,745633095,815288700.6,854791532.6,916669633.6,980494747.8,1043844778,1114802526,1198460018
716,7310150556,7713851529,7171388974,7322734327,7747521618,7760105389,8515471742,8636888126,8679400865,8367187307,7683697380,7668826015,7213361495,6675113161,6431969901,6170635304,5947010377,5752704745,5479939176,9008498117,10141859710,11708344253,13438790137,14181926589,14483588134,14728302000,14818986158,15264516567
